Data/InitialText,Data/Label,Data/Mood
Lets see yeah then he said he had the dragon egg and we could play cards for it if I wanted but he had to be sure I could handle it he did not want it to go to any old home,2,Love
So I told him after Fluffy a dragon would be easy,1,Happy
And did he did he seem interested in Fluffy? Harry asked trying to keep his voice calm,3,Excite
Well yeah how many three-headed dogs do you meet even around Hogwarts?,3,Excite
So I told him Fluffys a piece of cake if you know how to calm him down just play him a bit of music and he will go straight off to sleep,2,Love
Hagrid suddenly looked horrified,6,Fear
Forget I said it Hey where are you going?,3,Excite
Harry Ron and Hermione did not speak to each other at all until they came to a halt in the entrance hall which seemed very cold and gloomy after the grounds,6,Fear
We have got to go to Dumbledore said Harry,1,Happy
Hagrid told that stranger how to get past Fluffy and it was either Snape or Voldemort under that cloak it must have been easy once he had got Hagrid drunk,1,Happy
Firenze might back us up if Bane does not stop him,3,Excite
Wheres Dumbledores office?,0,Neutral
They looked around as if hoping to see a sign pointing them in the right direction,3,Excite
They had never been told where Dumbledore lived nor did they know anyone who had been sent to see him,4,Sad
We will just have to Harry began but a voice suddenly rang across the hall,6,Fear
What are you three doing inside?,3,Excite
It was Professor McGonagall carrying a large pile of books,0,Neutral
We want to see Professor Dumbledore said Hermione rather bravely Harry and Ron thought,3,Excite
See Professor Dumbledore? Professor McGonagall repeated as though this was a very fishy thing to want to do,5,Anger
Why?,0,Neutral
Harry swallowed now what? Its sort of secret he said but he wished at once he had not because Professor McGonagalls nostrils flared,5,Anger
Professor Dumbledore left ten minutes ago she said coldly,5,Anger
He received an urgent owl from the Ministry of Magic and flew off for London at once,3,Excite
He is gone? said Harry frantically,6,Fear
Now?,0,Neutral
Professor Dumbledore is a very great wizard Potter he has many demands on his time But this is important,2,Love
Professor I think I know that someones going to try and steal the Stone,3,Excite
I have got to talk to Professor Dumbledore,1,Happy
She eyed him with a mixture of shock and suspicion,6,Fear
Professor Dumbledore will be back tomorrow she said finally,3,Excite
I do not know how you found out about the Stone but rest assured no one can possibly steal it its too well protected,1,Happy
But Professor,0,Neutral
Potter I know what I am talking about she said shortly,5,Anger
She bent down and gathered up the fallen books,0,Neutral
I suggest you all go back outside and enjoy the sunshine,2,Love
But they didnt,0,Neutral
Its tonight said Harry once he was sure Professor McGonagall was out of earshot,3,Excite
Snapes going through the trapdoor tonight,1,Happy
He is found out everything he needs and now he is got Dumbledore out of the way,2,Love
He sent that note I bet the Ministry of Magic will get a real shock when Dumbledore turns up,6,Fear
But what can we,0,Neutral
Hermione gasped,6,Fear
Snape was standing there,0,Neutral
Good afternoon he said smoothly,2,Love
They stared at him,6,Fear
You should not be inside on a day like this he said with an odd twisted smile,1,Happy
We were Harry began without any idea what he was going to say,6,Fear
You want to be more careful said Snape,2,Love
Hanging around like this people will think you are up to something,4,Sad
And Gryffindor really can not afford to lose any more points can it?,4,Sad
Harry flushed,4,Sad
They turned to go outside but Snape called them back,1,Happy
Be warned Potter any more nighttime wanderings and I will personally make sure you are expelled,5,Anger
Good day to you,2,Love
He strode off in the direction of the staffroom,5,Anger
Out on the stone steps Harry turned to the others,0,Neutral
Right here is what we have got to do he whispered urgently,3,Excite
One of us has got to keep an eye on Snape wait outside the staff room and follow him if he leaves it,1,Happy
Hermione you could better do that,2,Love
Why me?,6,Fear
Its obvious said Ron,0,Neutral
You can pretend to be waiting for Professor Flitwick you know,0,Neutral
He put on a high voice Oh Professor Flitwick I am so worried I think I got question fourteen b wrong,4,Sad
Oh shut up said Hermione but she agreed to go and watch out for Snape,1,Happy
And we should better stay outside the third-floor corridor Harry told Ron,1,Happy
Come on,0,Neutral
No sooner had they reached the door separating Fluffy from the rest of the school than Professor McGonagall turned up again and this time she lost her temper,5,Anger
I suppose you think you are harder to get past than a pack of enchantments she stormed,5,Anger
Enough of this nonsense If I hear you have come anywhere near here again I will take another fifty points from Gryffindor,5,Anger
Yes Weasley from my own house Harry and Ron went back to the common room,4,Sad
Harry had just said At least Hermiones on Snapes tail when the portrait of the Fat Lady swung open and Hermione came in,2,Love
I am sorry Harry she wailed,4,Sad
Snape came out and asked me what I was doing so I said I was waiting for Flitwick and Snape went to get him and I have only just got away I do not know where Snape went,4,Sad
Well That is it then is not it? Harry said,4,Sad
The other two stared at him,0,Neutral
He was pale and his eyes were glittering,6,Fear
I am going out of here tonight and I am going to try and get to the Stone first,3,Excite
You are mad said Ron,5,Anger
You can not said Hermione,5,Anger
After what McGonagall and Snape have said? you will be expelled,5,Anger
SO WHAT Harry shouted,5,Anger
Do not you understand? If Snape gets hold of the Stone Voldemorts coming back have not you heard what it was like when he was trying to take over?,5,Anger
There will not be any Hogwarts to get expelled from He will flatten it or turn it into a school for the Dark Arts Losing points does not matter anymore can not you see?,4,Sad
Do you think he will leave you and your families alone if Gryffindor wins the house cup?,4,Sad
If I get caught before I can get to the Stone well I will have to go back to the Dursleys and wait for Voldemort to find me there,3,Excite
its only dying a bit later than I would have because I am never going over to the Dark Side,5,Anger
I am going through that trapdoor tonight and nothing you two say is going to stop me Voldemort killed my parents remember?,4,Sad
He glared at them,5,Anger
You are right Harry said Hermione in a small voice,4,Sad
Its just lucky I got it back,2,Love
All all three of us?,6,Fear
Oh come off it you do not think we would let you go alone?,2,Love
Of course not said Hermione briskly,5,Anger
How do you think you would get to the Stone without us? I should better go and took through my books there might be something useful,2,Love
But if we get caught you two will be expelled too,4,Sad
Not if I can help it said Hermione grimly,4,Sad
Flitwick told me in secret that I got a hundred and twelve percent on his exam,1,Happy
After dinner the three of them sat nervously apart in the common room,6,Fear
none of the Gryffindors had anything to say to Harry any more after all,4,Sad
This was the first night he had not been upset by it,1,Happy
Hermione was skimming through all her notes hoping to come across one of the enchantments they were about to try to break,3,Excite
Harry and Ron did not talk much,5,Anger
Both of them were thinking about what they were about to do,1,Happy
Slowly the room emptied as people drifted off to bed,2,Love
Better get the cloak Ron muttered as Lee Jordan finally left stretching and yawning,2,Love
Harry ran upstairs to their dark dormitory,6,Fear
He putted out the cloak and then his eyes fell on the flute Hagrid had given him for Christmas,2,Love
He pocketed it to use on Fluffy he did not feel much like singing,4,Sad
We should better put the cloak on here and make sure it covers all three of us if Filch spots one of our feet wandering along on its own,6,Fear
What are you doing? said a voice from the corner of the room,3,Excite
Neville appeared from behind an armchair clutching Trevor the toad who looked as though he had been making another bid for freedom,2,Love
Nothing Neville nothing said Harry hurriedly putting the cloak behind his back,6,Fear
Neville stared at their guilty faces,5,Anger
No no no said Hermione,6,Fear
Why do not you go to bed Neville?,2,Love
Harry looked at the grandfather clock by the door,0,Neutral
They could not afford to waste any more time Snape might even now be playing Fluffy to sleep,2,Love
You can not go out said Neville you will be caught again,4,Sad
Gryffindor will be in even more trouble,6,Fear
You do not understand said Harry this is important,3,Excite
But Neville was clearly steeling himself to do something desperate,1,Happy
I will not let you do it he said hurrying to stand in front of the portrait hole,5,Anger
I will I will fight you,5,Anger
Neville Ron exploded get away from that hole and do not be an idiot,5,Anger
Do not you call me an idiot said Neville,4,Sad
I do not think you should be breaking any more rules And you were the one who told me to stand up to people,2,Love
Yes but not to us said Ron in exasperation,5,Anger
Neville you do not know what you are doing,4,Sad
He took a step forward and Neville dropped Trevor the toad who leapt out of sight,4,Sad
Go on then try and hit me said Neville raising his fists,5,Anger
Harry turned to Hermione,0,Neutral
Do something he said desperately,2,Love
Hermione stepped forward,0,Neutral
Neville she said I am really really sorry about this,4,Sad
She raised her wand,0,Neutral
Petrificus Totalus she cried pointing it at Neville,5,Anger
Nevilles arms snapped to his sides,6,Fear
His legs sprang together,0,Neutral
His whole body rigid he swayed where he stood and then fell flat on his face stiff as a board,6,Fear
Hermione ran to turn him over,0,Neutral
Nevilles jaws were jammed together so he could not speak,4,Sad
Only his eyes were moving looking at them in horror,6,Fear
What have you done to him? Harry whispered,6,Fear
Its the full Body-Bind said Hermione miserably,4,Sad
Oh Neville I am so sorry,2,Love
We had to Neville no time to explain said Harry,4,Sad
You will understand later Neville said Ron as they stepped over him and pulled on the invisibility cloak,3,Excite
But leaving Neville lying motionless on the floor did not feel like a very good omen,6,Fear
In their nervous state every statues shadow looked like Filch every distant breath of wind sounded like Peeves swooping down on them,6,Fear
At the foot of the first set of stairs they spotted Mrs Norris skulking near the top,1,Happy
Oh lets kick her just this once Ron whispered in Harrys ear but Harry shook his head,4,Sad
As they climbed carefully around her Mrs Norris turned her lamplike eyes on them but did not do anything,4,Sad
They did not meet anyone else until they reached the staircase up to the third floor,4,Sad
Peeves was bobbing halfway up loosening the carpet so that people would trip,5,Anger
Whos there? he said suddenly as they climbed toward him,6,Fear
He narrowed his wicked black eyes,5,Anger
Know you are there even if I can not see you,3,Excite
Are you ghoulie or ghostie or wee student beastie?,2,Love
He rose up in the air and floated there squinting at them,5,Anger
Should call Filch I should if somethings a-creeping around unseen,6,Fear
Peeves he said in a hoarse whisper the Bloody Baron has his own reasons for being invisible,5,Anger
Peeves almost fell out of the air in shock,6,Fear
He caught himself in time and hovered about a foot off the stairs,1,Happy
So sorry your bloodiness Mr Baron Sir he said greasily,4,Sad
My mistake my mistake I did not see you of course I did not you are invisible forgive old Peevsie his little joke sir,4,Sad
Stay away from this place tonight,5,Anger
I will sir I most certainly will said Peeves rising up in the air again,2,Love
Hope your business goes well Baron I will not bother you,2,Love
And he scooted off Brilliant Harry whispered Ron,2,Love
A few seconds later they were there outside the third-floor corridor and the door was already ajar,6,Fear
Well there you are Harry said quietly Snapes already got past Fluffy,2,Love
Seeing the open door somehow seemed to impress upon all three of them what was facing them,3,Excite
Underneath the cloak Harry turned to the other two,3,Excite
If you want to go back I will not blame you he said,1,Happy
You can take the cloak I will not need it now,2,Love
Do not be stupid said Ron,5,Anger
We are coming said Hermione,2,Love
Harry pushed the door open,3,Excite
As the door creaked low rumbling growls met their ears,5,Anger
All three of the dogs noses sniffed madly in their direction even though it could not see them,3,Excite
It must wake up the moment you stop playing said Harry,6,Fear
Well here goes,0,Neutral
He put Hagrids flute to his lips and blew,1,Happy
It was not really a tune but from the first note the beasts eyes began to droop,2,Love
Harry hardly drew breath,0,Neutral
Slowly the dogs growls ceased it tottered on its paws and fell to its knees then it slumped to the ground fast asleep,2,Love
Keep playing Ron warned Harry as they slipped out of the cloak and crept toward the trapdoor,2,Love
They could feel the dogs hot smelly breath as they approached the giant heads,6,Fear
I think we will be able to pull the door open said Ron peering over the dogs back,3,Excite
Want to go first Hermione?,0,Neutral
No I dont,0,Neutral
All right,0,Neutral
Ron gritted his teeth and stepped carefully over the dogs legs,6,Fear
He bent and pulled the ring of the trapdoor which swung up and open,1,Happy
What can you see? Hermione said anxiously,3,Excite
Nothing just black there is no way of climbing down well just have to drop,6,Fear
Harry who was still playing the flute waved at Ron to get his attention and pointed at himself,1,Happy
You want to go first? Are you sure? said Ron,6,Fear
I do not know how deep this thing goes,6,Fear
Give the flute to Hermione so she can keep him asleep,2,Love
Harry handed the flute over,0,Neutral
In the few seconds silence the dog growled and twitched but the moment Hermione began to play it fell back into its deep sleep,5,Anger
Harry climbed over it and looked down through the trapdoor,3,Excite
There was no sign of the bottom,0,Neutral
He lowered himself through the hole until he was hanging on by his fingertips,6,Fear
Then he looked up at Ron and said If anything happens to me do not follow,6,Fear
Go straight to the owlery and send Hedwig to Dumbledore right?,3,Excite
Right said Ron,0,Neutral
See you in a minute I hope,2,Love
Cold damp air rushed past him as he fell down down down and FLUMP,6,Fear
With a funny muffled sort of thump he landed on something soft,1,Happy
He sat up and felt around his eyes not used to the gloom,3,Excite
It felt as though he was sitting on some sort of plant,0,Neutral
Its okay he called up to the light the size of a postage stamp which was the open trapdoor its a soft landing you can jump,1,Happy
Ron followed right away,0,Neutral
He landed sprawled next to Harry,0,Neutral
dont know some sort of plant thing,0,Neutral
Come on Hermione,0,Neutral
There was a loud bark from the dog but Hermione had already jumped,5,Anger
She landed on Harrys other side,0,Neutral
We must be miles under the school she said,6,Fear
She leapt up and struggled toward a damp wall,2,Love
She had to struggle because the moment she had landed the plant had started to twist snakelike tendrils around her ankles,6,Fear
As for Harry and Ron their legs had already been bound tightly in long creepers without their noticing,6,Fear
Hermione had managed to free herself before the plant got a firm grip on her,1,Happy
Now she watched in horror as the two boys fought to pull the plant off them but the more they strained against it the tighter and faster the plant wound around them,6,Fear
Stop moving Hermione ordered them,5,Anger
Oh I am so glad we know what its called That is a great help snarled Ron leaning back trying to stop the plant from curling around his neck,5,Anger
Shut up I am trying to remember how to kill it said Hermione,5,Anger
Well hurry up I can not breathe Harry gasped wrestling with it as it curled around his chest,6,Fear
Devils Snare Devils Snare what did Professor Sprout say? it likes the dark and the damp So light a fire Harry choked,1,Happy
Yes of course but there is no wood Hermione cried wringing her hands,4,Sad
HAVE YOU GONE MAD? Ron bellowed,5,Anger
ARE YOU A WITCH OR NOT?,5,Anger
Oh right said Hermione and she whipped out her wand waved it muttered something and sent a jet of the same bluebell flames she had used on Snape at the plant,1,Happy
In a matter of seconds the two boys felt it loosening its grip as it cringed away from the light and warmth,1,Happy
Wriggling and flailing it unraveled itself from their bodies and they were able to pull free,1,Happy
Lucky you pay attention in Herbology Hermione said Harry as he joined her by the wall wiping sweat off his face,1,Happy
Yeah said Ron and lucky Harry does not lose his head in a crisis there is no wood honestly,5,Anger
This way said Harry pointing down a stone passageway which was the only way forward,3,Excite
All they could hear apart from their footsteps was the gentle drip of water trickling down the walls,0,Neutral
The passageway sloped downward and Harry was reminded of Gringotts,1,Happy
With an unpleasant jolt of the heart he remembered the dragons said to be guarding vaults in the wizards bank,6,Fear
If they met a dragon a fully-grown dragon Norbert had been bad enough,6,Fear
Harry listened,0,Neutral
A soft rustling and clinking seemed to be coming from up ahead,0,Neutral
Do you think its a ghost?,6,Fear
I do not know sounds like wings to me,0,Neutral
Theres light ahead I can see something moving,3,Excite
They reached the end of the passageway and saw before them a brilliantly lit chamber its ceiling arching high above them,1,Happy
It was full of small jewel-bright birds fluttering and tumbling all around the room,3,Excite
On the opposite side of the chamber was a heavy wooden door,0,Neutral
Do you think they will attack us if we cross the room? said Ron,6,Fear
Probably said Harry,0,Neutral
They do not look very vicious but I suppose if they all swooped down at once well there is no other choice I will run,6,Fear
He took a deep breath covered his face with his arms and sprinted across the room,6,Fear
He expected to feel sharp beaks and claws tearing at him any second but nothing happened,6,Fear
He pulled the handle but it was locked,4,Sad
The other two followed him,0,Neutral
They tugged and heaved at the door but it would not budge not even when Hermione tried her Alohomora charm,4,Sad
These birds they can not be here just for decoration said Hermione,3,Excite
They watched the birds soaring overhead glittering glittering? They are not birds Harry said suddenly,3,Excite
They are keys Winged keys look carefully,3,Excite
So that must mean he looked around the chamber while the other two squinted up at the flock of keys,1,Happy
yes look Broomsticks We have got to catch the key to the door,3,Excite
But there are hundreds of them,2,Love
Ron examined the lock on the door,0,Neutral
We are looking for a big old-fashioned one probably silver like the handle,0,Neutral
They each seized a broomstick and kicked off into the air soaring into the midst of the cloud of keys,3,Excite
They grabbed and snatched but the bewitched keys darted and dived so quickly it was almost impossible to catch one,4,Sad
Not for nothing though was Harry the youngest Seeker in a century,1,Happy
He had a knack for spotting things other people didnt,1,Happy
After a minutes weaving about through the whirl of rainbow feathers he noticed a large silver key that had a bent wing as if it had already been caught and stuffed roughly into the keyhole,4,Sad
That big one there no there with bright blue wings the feathers are all crumpled on one side,4,Sad
Ron went speeding in the direction that Harry was pointing crashed into the ceiling and nearly fell off his broom,4,Sad
We have got to close in on it Harry called not taking his eyes off the key with the damaged wing,1,Happy
Ron you come at it from above Hermione stay below and stop it from going down and I will try and catch it,3,Excite
Right NOW,0,Neutral
Ron dived Hermione rocketed upward the key dodged them both and Harry streaked after it.,3,Excite
it sped toward the wall Harry leaned forward and with a nasty crunching noise pinned it against the stone with one hand,1,Happy
Ron and Hermiones cheers echoed around the high chamber,1,Happy
They landed quickly and Harry ran to the door the key struggling in his hand,3,Excite
He rammed it into the lock and turned it worked,5,Anger
The moment the lock had clicked open the key took flight again looking very battered now that it had been caught twice,4,Sad
Ready? Harry asked the other two his hand on the door handle,3,Excite
They nodded,0,Neutral
The next chamber was so dark they could not see anything at all,6,Fear
But as they stepped into it light suddenly flooded the room to reveal an astonishing sight,1,Happy
They were standing on the edge of a huge chessboard behind the black chessmen which were all taller than they were and carved from what looked like black stone,3,Excite
Facing them way across the chamber were the white pieces,0,Neutral
Harry Ron and Hermione shivered slightly the towering white chessmen had no faces,6,Fear
Now what do we do? Harry whispered,3,Excite
Its obvious is not it? said Ron,0,Neutral
We have got to play our way across the room,3,Excite
Behind the white pieces they could see another door,3,Excite
How? said Hermione nervously,6,Fear
I think said Ron were going to have to be chessmen,1,Happy
He walked up to a black knight and put his hand out to touch the knights horse,1,Happy
At once the stone sprang to life,2,Love
The horse pawed the ground and the knight turned his helmeted head to look down at Ron,2,Love
Do we er have to join you to get across? The black knight nodded,1,Happy
Ron turned to the other two,0,Neutral
This needs thinking about he said,0,Neutral
I suppose we have got to take the place of three of the black pieces,4,Sad
Harry and Hermione stayed quiet watching Ron think,4,Sad
Finally he said Now do not be offended or anything but neither of you are that good at chess,2,Love
Well Harry you take the place of that bishop and Hermione you next to him instead of that castle,1,Happy
What about you?,0,Neutral
I am going to be a knight said Ron,3,Excite
The chessmen seemed to have been listening because at these words a knight a bishop and a castle turned their backs on the white pieces and walked off the board leaving three empty squares that Harry Ron and Hermione took,1,Happy
White always plays first in chess said Ron peering across the board,0,Neutral
Yes look,0,Neutral
A white pawn had moved forward two squares,3,Excite
Ron started to direct the black pieces,3,Excite
They moved silently wherever he sent them,4,Sad
Harrys knees were trembling,6,Fear
What if they lost? Harry move diagonally four squares to the right,6,Fear
Their first real shock came when their other knight was taken,6,Fear
The white queen smashed him to the floor and dragged him off the board where he lay quite still facedown,6,Fear
Had to let that happen said Ron looking shaken,6,Fear
Every time one of their men was lost the white pieces showed no mercy,5,Anger
Soon there was a huddle of limp black players slumped along the wall,4,Sad
Twice Ron only just noticed in time that Harry and Hermione were in danger,6,Fear
He himself darted around the board taking almost as many white pieces as they had lost black ones,5,Anger
We are nearly there he muttered suddenly,3,Excite
Let me think let me think,5,Anger
The white queen turned her blank face toward him,6,Fear
Yes said Ron softly Its the only way I have got to be taken,4,Sad
NO Harry and Hermione shouted,5,Anger
That is chess snapped Ron,5,Anger
You have got to make some sacrifices I take one step forward and she will take me that leaves you free to checkmate the king Harry,3,Excite
But,0,Neutral
Ron,0,Neutral
Look if you do not hurry up he will already have the Stone,6,Fear
There was no alternative,4,Sad
Ready? Ron called his face pale but determined,6,Fear
Here I go now do not hang around once you have won,2,Love
He stepped forward and the white queen pounced,6,Fear
She struck Ron hard across the head with her stone arm and he crashed to the floor,5,Anger
Hermione screamed but stayed on her square the white queen dragged Ron to one side,4,Sad
He looked as if he had been knocked out,4,Sad
Shaking Harry moved three spaces to the left,6,Fear
The white king took off his crown and threw it at Harrys feet,4,Sad
They had won,1,Happy
The chessmen parted and bowed leaving the door ahead clear,2,Love
With one last desperate look back at Ron Harry and Hermione charged through the door and up the next passageway,3,Excite
What if hes?,0,Neutral
He will be all right said Harry trying to convince himself,4,Sad
We have had Sprouts that was the Devils Snare.,0,Neutral
Flitwick must have put charms on the keys.,0,Neutral
McGonagall transfigured the chessmen to make them alive.,0,Neutral
that leaves Quirrells spell and Snapes,0,Neutral
All right? Harry whispered,2,Love
Go on,0,Neutral
A disgusting smell filled their nostrils making both of them pull their robes up over their noses,6,Fear
Eyes watering they saw flat on the floor in front of them a troll even larger than the one they had tackled out cold with a bloody lump on its head,6,Fear
I am glad we did not have to fight that one Harry whispered as they stepped carefully over one of its massive legs,1,Happy
Come on I can not breathe,0,Neutral
He pulled open the next door both of them hardly daring to look at what came next,3,Excite
but there was nothing very frightening in here just a table with seven differently shaped bottles standing on it in a line,0,Neutral
Snapes said Harry,0,Neutral
What do we have to do?,0,Neutral
They stepped over the threshold and immediately a fire sprang up behind them in the doorway,6,Fear
It was not ordinary fire either.,6,Fear
it was purple,0,Neutral
At the same instant black flames shot up in the doorway leading onward,6,Fear
Look Hermione seized a roll of paper lying next to the bottles,3,Excite
Harry looked over her shoulder to read it Danger lies before you while safety lies behind Two of us will help you which ever you would find,1,Happy
One among us seven will let you move ahead Another will transport the drinker back instead Two among our number hold only nettle wine Three of us are killers waiting bidden in line,6,Fear
Choose unless you wish to stay here forevermore To help you in your choice we give you these clues four First however slyly the poison tries to hide You will always find some on nettle wines left side.,5,Anger
Second different are those who stand at either end But if you would move onward neither is your friend.,6,Fear
Third as you see clearly all are different size Neither dwarf nor giant holds death in their insides.,4,Sad
Fourth the second left and the second on the right Are twins once you taste them though different at first sight,2,Love
Hermione let out a great sigh and Harry amazed saw that she was smiling the very last thing he felt like doing,1,Happy
Brilliant said Hermione,2,Love
A lot of the greatest wizards have not got an ounce of logic they had be stuck in here forever,4,Sad
But so will we will not we? Of course not said Hermione,1,Happy
Everything we need is here on this paper,3,Excite
Seven bottles three are poison.,6,Fear
two are wine.,2,Love
one will get us safely through the black fire and one will get us back through the purple,1,Happy
But how do we know which to drink?,6,Fear
Give me a minute,0,Neutral
Hermione read the paper several times,0,Neutral
Then she walked up and down the line of bottles muttering to herself and pointing at them,3,Excite
At last she clapped her hands,2,Love
Got it she said,1,Happy
The smallest bottle will get us through the black fire toward the Stone,3,Excite
That is hardly one swallow,6,Fear
They looked at each other,2,Love
Which one will get you back through the purple flames?,3,Excite
Hermione pointed at a rounded bottle at the right end of the line,3,Excite
You drink that said Harry,2,Love
No listen get back and get Ron,0,Neutral
Grab brooms from the flying key room they will get you out of the trapdoor and past Fluffy go straight to the owlery and send Hedwig to Dumbledore we need him,1,Happy
I might be able to hold Snape off for a while but I am no match for him really,4,Sad
But Harry what if You-Know-Whos with him?,6,Fear
Well I was lucky once was not I? said Harry pointing at his scar,2,Love
I might get lucky again,2,Love
Hermiones lip trembled and she suddenly dashed at Harry and threw her arms around him,2,Love
Hermione,0,Neutral
Me said Hermione,0,Neutral
Books And cleverness There are more important things friendship and bravery and oh Harry be careful,2,Love
You drink first said Harry,2,Love
You are sure which is which are not you?,6,Fear
Positive said Hermione,1,Happy
She took a long drink from the round bottle at the end and shuddered,6,Fear
Its not poison? said Harry anxiously,6,Fear
No but its like ice,0,Neutral
Good luck take care,2,Love
GO,0,Neutral
Hermione turned and walked straight through the purple fire,3,Excite
Harry took a deep breath and picked up the smallest bottle,3,Excite
He turned to face the black flames,6,Fear
Here I come he said and he drained the little bottle in one gulp,3,Excite
It was indeed as though ice was flooding his body,6,Fear
He put the bottle down and walked forward.,1,Happy
he braced himself saw the black flames licking his body but could not feel them for a moment,6,Fear
he could see nothing but dark fire then he was on the other side in the last chamber,3,Excite
There was already someone there but it was not Snape,4,Sad
CHAPTER SEVENTEEN,0,Neutral
THE MAN WITH TWO FACES It was Quirrell,0,Neutral
You gasped Harry,6,Fear
Quirrell smiled,1,Happy
Me he said calmly,1,Happy
I wondered whether I would be meeting you here Potter,2,Love
But I thought Snape,6,Fear
Severus? Quirrell laughed and it was not his usual quivering treble either but cold and sharp,2,Love
Yes Severus does seem the type does not he? So useful to have him swooping around like an overgrown bat,2,Love
Next to him who would suspect poor stuttering Professor Quirrell?,4,Sad
Harry could not take it in,6,Fear
This could not be true it couldnt,6,Fear
No no no,0,Neutral
I tried to kill you,5,Anger
Your friend Miss Granger accidentally knocked me over as she rushed to set fire to Snape at that Quidditch match,5,Anger
Another few seconds and I could have got you off that broom,3,Excite
I would have managed it before then if Snape had not been muttering a countercurse trying to save you,2,Love
Of course said Quirrell coolly,1,Happy
Why do you think he wanted to referee your next match? He was trying to make sure I did not do it again,5,Anger
Funny really he need not have bothered,1,Happy
I could not do anything with Dumbledore watching,4,Sad
All the other teachers thought Snape was trying to stop Gryffindor from winning he did make himself unpopular,4,Sad
and what a waste of time when after all that I am going to kill you tonight,5,Anger
Quirrell snapped his fingers,5,Anger
Ropes sprang out of thin air and wrapped themselves tightly around Harry,6,Fear
You are too nosy to live Potter,5,Anger
Scurrying around the school on Halloween like that for all I knew you had seen me coming to look at what was guarding the Stone,3,Excite
You let the troll in?,6,Fear
I have a special gift with trolls you must have seen what I did to the one in the chamber back there?,1,Happy
Unfortunately while everyone else was running around looking for it,4,Sad
Snape who already suspected me went straight to the third floor to head me off and not only did my troll fail to beat you to death that three headed dog did not even manage to bite Snapes leg off properly,5,Anger
I need to examine this interesting mirror,3,Excite
It was only then that Harry realized what was standing behind Quirrell,0,Neutral
It was the Mirror of Erised,0,Neutral
This mirror is the key to finding the Stone Quirrell murmured tapping his way around the frame,1,Happy
Trust Dumbledore to come up with something like this but he is in London I will be far away by the time he gets back,1,Happy
All Harry could think of doing was to keep Quirrell talking and stop him from concentrating on the mirror,1,Happy
I saw you and Snape in the forest he blurted out,3,Excite
Yes said Quirrell idly walking around the mirror to look at the back,0,Neutral
He was on to me by that time trying to find out how far I had got,3,Excite
He suspected me all along,5,Anger
Tried to frighten me - as though he could when I had Lord Voldemort on my side,6,Fear
Quirrell came back out from behind the mirror and stared hungrily into it,5,Anger
I see the Stone I am presenting it to my master but where is it?,3,Excite
Harry struggled against the ropes binding him but they did not give,4,Sad
He had to keep Quirrell from giving his whole attention to the mirror,6,Fear
But Snape always seemed to hate me so much,5,Anger
Oh he does said Quirrell casually heavens yes,2,Love
He was at Hogwarts with your father did not you know? They loathed each other,4,Sad
But he never wanted you dead,2,Love
But I heard you a few days ago sobbing I thought Snape was threatening you,4,Sad
For the first time a spasm of fear flitted across Quirrells face,6,Fear
Sometimes he said I find it hard to follow my masters instructions he is a great wizard and I am weak,4,Sad
You mean he was there in the classroom with you? Harry gasped,6,Fear
He is with me wherever I go said Quirrell quietly,2,Love
I met him when I traveled around the world,1,Happy
A foolish young man I was then full of ridiculous ideas about good and evil,1,Happy
Lord Voldemort showed me how wrong I was,2,Love
There is no good and evil there is only power and those too weak to seek it,1,Happy
Since then I have served him faithfully although I have let him down many times,4,Sad
Quirrell shivered suddenly,6,Fear
He does not forgive mistakes easily,4,Sad
When I failed to steal the stone from Gringotts he was most displeased,4,Sad
He punished me decided he would have to keep a closer watch on me,5,Anger
Quirrells voice trailed away,6,Fear
Harry was remembering his trip to Diagon Alley how could he have been so stupid? he had seen Quirrell there that very day shaken hands with him in the Leaky Cauldron,2,Love
Quirrell cursed under his breath,5,Anger
I do not understand is the Stone inside the mirror? Should I break it?,5,Anger
Harrys mind was racing,6,Fear
What I want more than anything else in the world at the moment he thought is to find the Stone before Quirrell does,3,Excite
So if I look in the mirror I should see myseff finding it which means I will see where its hidden But how can I look without Quirrell realizing what I am up to?,3,Excite
He tried to edge to the left to get in front of the glass without Quirrell noticing but the ropes around his ankles were too tight he tripped and fell over,4,Sad
He was still talking to himself,2,Love
What does this mirror do? How does it work? Help me Master,3,Excite
And to Harrys horror a voice answered and the voice seemed to come from Quirrell himself Use the boy Use the boy,6,Fear
Quirrell rounded on Harry,5,Anger
Yes Potter come here,2,Love
He clapped his hands once and the ropes binding Harry fell off,1,Happy
Harry got slowly to his feet,1,Happy
Come here Quirrell repeated,5,Anger
Look in the mirror and tell me what you see,3,Excite
Harry walked toward him,1,Happy
I must lie he thought desperately,6,Fear
I must look and lie about what I see That is all,6,Fear
Harry breathed in the funny smell that seemed to come from Quirrells turban,1,Happy
He closed his eyes stepped in front of the mirror and opened them again,3,Excite
He saw his reflection pale and scared-looking at first,6,Fear
But a moment later the reflection smiled at him,1,Happy
It put its hand into its pocket and pulled out a blood-red stone,3,Excite
It winked and put the Stone back in its pocket and as it did so Harry felt something heavy drop into his real pocket,3,Excite
Somehow incredibly he had gotten the Stone,1,Happy
Well? said Quirrell impatiently,5,Anger
Harry screwed up his courage,1,Happy
I see myself shaking hands with Dumbledore he invented,2,Love
I I have won the house cup for Gryffindor,1,Happy
Quirrell cursed again,5,Anger
